Text,Label
推荐≪华尔街日报≫今天出版的特别专题“人民币的崛起”。世界各地的记者从各个侧面对人民币在全球经济中的角色演变进行了深度分析与报道。,0
【外媒：中国人结婚买房遏制全球经济复苏】西班牙《世界报》文章：按照中国传统，单身男子要想结婚就必须是自己房子的主人，而在今天，买房子需要一大笔钱。这就迫使很多人大幅度削减开支，控制消费以增加存款。如果说在全世界增长最快的市场上没有消费，那么全球经济就会停滞。,0
#糗生活# 今年江苏省的作文题是《拒绝平庸》……最短的作文只有一句话：老师，我拒绝写这个题目。老师沉吟片刻，痛苦地打了满分。 （via 徐卓阳）,1
[太阳] 万众期待! [太阳] 《帕丽斯眼中的世界》第一季第一集【中文字幕】已经出炉了!!! 大家赶紧来看吧! (别问我要下载地址以防有人商业用途) 另外大家如果听译能力过关又有无私贡献的精神快快加入我们的翻译字幕组行列吧!!!! enjoy! 多多转发让更多夏季剧荒的人看到吧!! ,0
#投资界内幕#继“曹国伟连续套现 新浪管理层不是第一大股东”后，发现情况似乎更严重：曹国伟等管理层已签订协议还未完成套现股票数量385万股，占MBO壳公司近70%，而不是225万股，分析师透露，剩下175万股将全部清空。观察人士说，曹国伟一年半前高调启动新浪MBO实质已变炒股票。,0
香港检测出韩国农心辛拉面向中国内地销售的产品，塑化剂超标50倍，接近极限。-居然毒害了咱那么多年阿[泪],1
我们小时候没有汽车，骑自行车会很开心。我们没有华丽的衣服，穿的确良会也很自尊自爱。我们没有ipad，但是我们弹弹玻璃球也会开心快乐。我们在教室里是兄弟姊妹，内心没有贫富的差异。如今的孩子看上去得到了很多，其实却失去了一个少年儿童最应该具备的幸福感和健康身心。难道几十年中国教育错了吗？,0
泰坦尼克号续集《Jack is back》 大伙期待吧……[花心],1
《建党伟业》将在北美主流院线全面公映。片中一些演员非常兴奋，作品终于在自己的国家上映了。,0
当 天王杰克逊 遇上 SLASH ，当SLASH 遇上 Beat it ，看SLASH 大叔弹 Beat it  的味道 ~ 前面都是天王专场，2分55秒后有SLASH 大量镜头~~~  这样的现场只有一次。。再也无法重现了。。祝天堂的人一切安好。 ,0
起开~~~别挡着我看美女……,0
谷歌语音搜索功能升级啦[哈哈]使用起来非常简单方便：只需说“天气”，就会帮你找到你所在城市近几天的天气；说“把tree翻译成中文”，就会帮你找到正确的翻译结果；说“新加坡到纽约”，就会帮你搜索航班信息。怎么样，方便吧？不过，谷歌暂时只能听懂英文哦。,0
现离开祥和的小堡画家村，北大一天课，晚到武汉给市委领导讲课。接着福州、徐州、内蒙、湘潭和重庆调研和讲座。人在旅途，少了激情，多了无奈。昨清华讲课时，一地方领导告诉我，春节时他那个地方有被强拆的男子到我家哭诉，我曾给过他二千元，＂您被骗了，他并不缺这点钱＂。我说：我在救自己和子孙。,0
什么叫做真正的街舞！全世界的街舞都被这帮人玩遍了 2.42秒彻底崩溃 这才是街舞啊 你懂得  ,0
【友情转发招聘】别整天胡思乱想，能踏实干活，有网页设计经验。知人有信，作品集里，少掺点假。月薪5-6K，如工作优秀，可给些额外甜头~舍得网招设计助理，53844567@qq.com，你总监的照片如下。（美女总监找人，各位帮转一下哈～～～）,0
“组织”就是在你遇到困难时，他说无能为力；在你遇到不公时，他说要正确对待；在你权益受到侵害时，他说要顾全大局；在你受到诬陷时，他说你要相信组织；在需要人做出牺牲时，他说组织考验你的时候到了；当需要人冲锋陷阵时，他说是你坚强后盾；在你取得成功时，他说是组织培养的--周立波,0
今天小青大夫耍我签字，她要带全家去新加坡发展，巳被新加坡国立医院聘为住院医，她说在国内孩子教肓和住房的压力太大了。我非常伤心，精心从内科多位竞争者中挑选了她，来我科后多次送她到国外学习，为她做了长远的事业发展规划，应该说她的机会要远胜于她的内科同学们，这样的结局很无奈！,0
心理学家认为，每天凝望帅哥10分钟，健身效果相当于做30分钟有氧运动，持之以恒，平均寿命可延长四五年。。。,1
【女孩子必读的十本书】  你读过几本？1.张爱玲《倾城之恋》2.杜拉斯《情人》3.海蒂《性学报告》 4.村上春树《挪威的森林》5.渡边淳一《男人这东西》6.钱钟书《围城》 7.劳伦斯《查太莱夫人的情人》 8.泰戈尔《草叶集》 9.塞林格《麦田里的守望者》 10.米兰·昆德拉《生命中不能承受之轻》,0
【高清图：南京遭暴雨袭击多处道路积水】17日至18日凌晨，南京遭暴雨袭击，大部分地区降水量达50毫米以上，市区多处道路积水，影响市民出行。当地气象台昨日发布暴雨橙色预警信号，预计强降水仍将持续。,0
凤姐和陈冠希的对话！转的时候已经被删除了！幸好拍下来了！哈哈搞笑！,1
【你睡觉的时候，有没有抽搐后突然踹了一下腿？告诉你真相】这叫肌抽跃——常在睡觉时发生，睡觉时呼吸频率降低的幅度太大，大脑会认为身体快要死亡了，所以它会发送一个脉冲使身体觉醒。常发生肌抽跃的人一定要注意了，这表明你这时的身体机能不是很好哦。,1
"【为了家人和朋友，转发】 如果你被匪徒挟持要求输入提款机密码，你可以用倒转输入密码的方式去间接知会警方。例如你的密码是1234的话,你可以输入4321，提款机会识别到你是以倒转方式输入密码，提款机会按你要求照出金额，但是会在匪徒不知情的情况下通知警方。",1
【健康】请注意：男人啤酒喝多了会女性化：啤酒中含有植物雌激素已非新观点，最新研究指出，植物雌激素会抑制男性睾丸分泌睾丸酮。简单来讲，植物雌激素可能使男性肌肉力量减弱、体毛减少、胡须脱落、乳房和臀部发育等，这些变化将会使男人看上去越来越像女人。,1
【令人战栗的格林童话：你没读过的初版原型】白雪公主是因为与父亲**，才招来王后的追杀；白雪公主逃入森林，夜夜与七个小矮人交欢；王子之所以爱上死去的公主，是因为他有恋尸癖…… 如果说以上桥段是还原人性真实面貌的“格林童话”，你相信吗？ ,1
纪念下好几年前用的那台笔记本，ADOBE大赛赢来的，拿金笔直接画了外壳～,0
这纹身，能不这么犀利么？,0
又是一年高考结束，每年围绕高考总会发生很多小故事。一起分享你的高考故事吧。#那一年高考# “学大教育微小说”创意有奖活动正式开始！参与即有机会赢得价值百元的品牌便携运动水壶。关注 @学大教育 ，并转发此条微博，在评论中附上你的#那一年高考#微小说，即可参加活动。更多活动详情请见图片。,0
假如你想要一件东西，就放它走。它若能回来找你，就永远属于你；它若不回来，那根本就不是你的。——Y.M,0
【视频-C罗职业生涯任意球集锦 天王绝技演暴力美学】身体素质惊人、球技绝佳，左右脚均衡，就连头球不逊于高中锋……那么C罗的任意球技术又如何呢？答案当然不容置疑，皇马天王的任意球绝技不输给任何一位大师，一起欣赏一下C罗职业生涯的精彩任意球吧。,0
这坑爹的键盘，你叫我怎么玩。。。,0
#动图#好奇心旺盛的猫头鹰~好可爱啊！[心],0
我从小怕老鼠，但是不怕蛇。后来，有位朋友知道此事，大为惊讶。我说，有什么好惊讶的，不是还有那么多人，某党治下都欢蹦乱跳的活着，反倒害怕什么“列强”么？,0
由Kunal Nayyar参演的CollegeHumor网站原创搞笑视频：,0
【不能跟鸡肉搭配的食物】⑴芝麻（可导致死亡）；⑵地瓜（导致腹痛）；⑶消炎片（中毒）；⑷狗肾（引起痢疾）；⑸李子（食则拉痢）；⑹豆浆（降低蛋白质吸收）；⑺糯米（引起身体不适）；⑻菊花（可导致死亡）；⑼芥末（伤元气）；⑽大蒜（性味相克）；⑾鲤鱼（性味相克）；⑿鲫鱼（性味相克）,1
国际原子能机构即将把日本核电站灾害提升到人类史上未曾有过的“第八级”，超越过前苏联的切尔诺贝利核事故灾害。秘书长天野之弥认为，日本核电站的灾害，所喷出的辐射线量超越切尔诺贝利好几倍，如果光是以切尔诺贝利的七级来评比日本的核事故，不足以凸显日本核事故的严重性。微评：日本政府难堪啊。,1
首都机场，这明明是西湖啊（via@kevinlou）,0
上海一男子向女朋友求婚遭拒。 该女子一天晚上在西餐厅看到顾客留言本，突发奇想，留言：***，如果你能找到这条留言，我就嫁给你。本来以为事情就这么过去，结果这条留言恰巧被另一微博控发现，上传微博，经万人传播，该男子居然找到了这条留言，女子也欣然答应了求婚。 [爱你]好浪漫啊！,1
【男女能对视五秒者可以考虑结婚】《科学美国人》杂志报道，一组人体生理研究报告表明，男女如果对视少于1秒钟，说明相互没有好感；对视2秒钟，表明存在好感；对视3秒钟，可能是情愫暗生；对视4秒钟，表明其感情深厚；对视5秒钟及以上者，就已经到了步入婚姻殿堂的阶段。,1
全特么是《中国达人秀》节目组造假~~乌达木 ,1
【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,0
都是孙子，咋境界就这么不一样捏？,0
【30年前的6月27日】中国共产党中央委员会通过《关于建国以来党的若干历史问题的决议》，正式否定文化大革命。陈云对毛泽东的评价是：建党有份，建国有功，治国无能，文革有罪。如果说中国共产党是毛泽东缔造的，那么李大钊和陈独秀的地位怎么说？所以只能说他有份。,1
如果匹诺曹说“我的鼻子会变长”，那么会发生什么？,0
【小白区】有一种生活叫做艰辛——临清街头实拍:在网上看完无数的帅哥和美女，看完那些早已处理得分不清真假的图片后，我们还是一起来看看一些更为真实的东西吧。6月23日上午，义乌商贸城附近，天空飘洒着细雨。一个中年妇女和一个女童在马路上发现被车碾压过的方便面后，详细： ,0
北海市委常委、政法委书记  莫亦翔，是不是这厮？？？,0
某银行职员收到短信“请把钱汇到指定账号上”！他就按照账号每次汇出1分钱，便从收款人账户扣掉2元，连续汇出大概1元多钱，这时，终于收到收款人发来信息：“别再汇款了，已经扣掉200多了，你是内行吧！叫我们怎么生活呀！”（注意：汇款时请选择“收款人支付手续费”，每笔2元,1
【技术贴：黑幕揭秘！烂石头如何变翡翠玉镯全过程(实拍组图)】  很多朋友对翡翠的知识并不是太了解，钱打水漂了事还小，但是戴在身上的假玉，却是会长期释放毒素及放射性元素的高致癌化学“宝贝”。看看不良商贩是怎样把石头变翡翠。知识贴，必看！点击看详细组图：   ,1
【拍死正在吸血的蚊子可致人死亡】《新英格兰医学杂志》提醒：被打烂的蚊子尸体残骸可能进皮肤，从而引起真菌感染，甚至会导致死亡！美国一名57岁的妇女就因肌肉真菌感染死亡。研究人员推测是打烂后的蚊子尸体残骸进入皮肤造成感染。专家提醒，当发现蚊子在吸血时，最好轻轻将蚊子弹走。,1
【太活跃的鱼千万别买】去菜场买鱼，结果看到惊人一幕，摊贩往大水盆内加入一种白色粉未，迅速用手搅拌，一会功夫白色粉未就溶解了，将半死不活的鱼虾倒入其中，没想到，鱼虾一会儿就活蹦乱跳开，仿佛这些鱼都是才从河中捕回来的。这是一种能够致癌的催化剂，俗称鱼浮灵，也对智力有影响,1
我靠，详细列表，招生全部由关系内定。转自@王罡-老粪青:Tegic(@tegic) 上海交大内网泄露出的惊人内幕 … 中國的教育已經沒救了,1
【看看如何糟践老百姓捐的救命钱】,1
两只乌龟在田边一动不动，一专家问老农，它们在干什么？老农说“在比耐力，谁先动谁就输了”专家指着一龟壳上有甲骨文的龟说:“据我多年研究，这只龟已死五千多年”另一只龟伸出头来说:“草！死了也不说一声，害得老子在这里干等”话刚说那只有甲骨文图案的龟伸头大笑“你输了吧，专家的话你也听“,0
【博鳌专报·@陈志武：中国现在要结束独生子女的政策】现在中国平均每一位育龄妇女生育小孩的数量是1.4个。这意味着以后年轻一代人口规模会越来越小。在美国，上海，很多年轻夫妻没要更多小孩，自由选择下，很多人倾向少要小孩。所以不用担忧放松独生子女政策，中国人口就爆增。,0
"【日本大阪官员开车上班被停职3个月】大阪市政府宣布，一位56岁的主任级女官员今年以来开车上班110次，违反""禁止公务员开车上班""命令，处以停职3个月处分，被令交还4万日元的交通卡报销费。大阪市长认为，公务员开车上班，增加城市交通拥堵压力，影响市政府经营的地铁和公交车收入。（南方都市报）",1
22岁生日快乐！（按日本时间来算的）[爱你][爱你]@三浦春马 お誕生日おめでとう！これからも愛してる♪( ´θ｀)ノ,0
湖北武汉，市少先队总队长、“五道杠”黄艺博小朋友如同一道炫目闪电，轰动全国，绝非偶然。4月1日，武汉建乐村小学，“小小交警队”同学们穿着标准交警制服，整齐列队，敬礼迎接乘坐本田轿车的某领导到校视察。培养奴才，为领导服务，武汉从孩子就抓起了~ @乐活武汉 @武汉同城会 @武汉校园 @三镇武汉,1
“梅西，最伟大的”。“24岁，莱奥继续冲破所有可能的障碍”。“10大挑战：1.第四个欧冠冠军，2.第四个欧冠金靴，3.击败阿尔塔菲尼（14球），4.连续四次金球奖，5.第二个西甲金靴，6.第二个欧洲金靴，7.第六个西甲冠军，7.超越劳尔71球，9.第二个三冠王，10.击败穆勒（单赛季67球）”。《世界体育报》,0
95岁《红楼梦》专家周汝昌，自1979年以来，一直蜷缩在北京东城一处蜗居中，居住条件从未改变，过着俭朴凄凉的老年生活。周老“目盲耳聩”，研究工作十分艰苦。老骥伏枥，在儿子、女儿帮助下靠亲情交流研究红学，出版多本学术著作。为海内外称颂。新华社记者唐师曾摄  ,0
在铺天盖地的官方消息传播中，很吊诡的一个现实是：到现在为止，@染香 ，@吴法天 ，@窦含章 ，@孔庆东 ，@司马南 都没有发布或转发这条消息，只有@司马南 对其家人的合影做了一条转评。,0
【中国成世界垃圾最多国家 垃圾处理考验城市规划】尽管中国的人均垃圾量远少于美国等国家，但研究报告显示，中国每年垃圾总量已超过3亿吨，是世界上最多的国家，而且这个数字还在不断增长。外媒称，垃圾处理已成为中国城市规划者面临的最大问题之一。,0
新华社报道，美国加州一个餐馆因使用不卫生餐具，造成两百多名食客腹泻住院，但其中来自中国的食客，不仅没有感到任何不适，还参与了抢救工作，在场的美国记者感慨道：“中国人东亚病夫的时代一去不复返。”…… （转发）,1
#旅游时讯#“船在水中行，人在花中游”——这里是江苏兴化千岛油菜花海，目前已进入最佳观赏期……（博友 @穿山甲1268）,0
"摸奶节是中国云南双柏县鄂家镇彝族传统文化的庆典就是农历的7月14日、15日与16日这三天，包括外来的游人,如果在街上遇见喜欢的女子，都可以摸一摸女子的胸部。姑娘们表面躲躲闪闪，但决无责怪之意因为这是他们这个地区的百姓延续了1000多年的风俗。小伙子以摸到奶为吉祥，姑娘们以被摸奶为幸运和祝福!",1
【美食潮讯】澄海东里老戏院，木棉下，老式拖冰！吃过都说不错，夏天要来啦，组团一起去吃吧！！[花心] （via@张益达--凯特连锁） >>>关注@全球潮汕,0
你知道吗，因为太爱你就会怕失去你、怕别人抢走你，所以好几回我都想杀掉你算了。可是，每当我掏出枪又不小心把身边睡着的你惊醒时，还是不争气地抱紧你说：别怕，是我。,0
【顾客逗留不去是星巴克中国扩张一障碍】中国大陆顾客太爱这些店了，他们一个小时接一个小时的坐着，有时甚至一杯咖啡也不买。星巴CEO克舒尔茨向路透社表示：“十年来，中国大陆星巴克的核心顾客一直是在华工作的外国人和境外游客。毫无疑问，今日的核心顾客是中国人。”,0
【基金总裁伤不起】@谭昊：京城一著名公募总经理在员工大会上说，“如果我死了就算了，但凡我还有一口气在，就一定要把投资者的钱赚回来。”这家公司目前有200多万持有人，6年间亏损173亿。他对投研部门唯一要求是，“你们怎么把钱赔出去的，就怎么给我赚回来，否则我死不瞑目。”此刻，他正在病中。,0
继《敬爱的仓老师》之后，时隔很久，为大家带来第二弹众星激情朗诵视频《黑心厂商们滚蛋吧》；毒高汤、毒蔬菜、毒胶囊...从建材造假到食品造假到医药造假…其实我们要求很低，只想健康的活着，可是为什么，这个要求很奢侈...@优酷网 @优酷搞笑 ,0
【吃砂锅粥小心了，商家添加“红虾粉”重则致癌】今日一线：一般虾蟹粥颜色有点红的，应该就是黑心店家在死虾蟹粥里添加了红虾粉扮新鲜货，用的香兰素和乙基麦芽酚，而专家说这是违规的，香兰素和乙基麦芽酚如果食用过量，肝肾会受损害，严重的会致癌，如果吃到死虾蟹……视频：,1
【职场规划三支点】1、生存支点：把薪酬作为主要导向，但遇上职业瓶颈时，薪酬没了增长空间，身价便会每况愈下。2、发展支点：以自身进步作为导向，从工作中获取的经验和技能最为重要，可能会承受工作压力的考验。3、快乐支点：快乐为导向，享受工作的过程，对工作投入极大热情，前程无量。,0
[阳光]立足于淘宝，服务于校园，备战于社会——淘宝社[威武],0
【庄严国徽下、堂堂法院地，暴打申诉人3】有图有真相，套图来了。云南省高级法院，出来走两步，让我们看看是否“标致极了”。连74岁的老人都下得了手，两个字评价：威武!,1
从现在开始，不沉溺幻想，不庸人自扰，踏实工作，好好生活，做一个接近幸福的人。各位，晚安~（内容来自网络）,0
【[泪]恭喜大家可以戒掉拉面了!拉面剂含大量致癌物质】报道显示:所有兰州拉面馆都在使用拉面剂，拉面剂主要成份是蓬灰，这种化学物质含有大量致癌物质--砷。几乎所有的兰州拉面都用这种制剂来使得面粉更有弹性。新闻:,1
"和@大雾黄色预警 @小花请绕道 看完车展很累地往地铁里走,排队时瞥到四爷,瞬间满电了![心]我是个冷静的粉丝,嗯. 第一幅爷正在和地铁协管秩序的大妈交谈. 虽然挤一点,大家出行就坐地铁乘公交吧~~",0
#微讯#今天是她的生日！演唱的这首《月亮河》太动人了，风靡至今。在那个摇滚时代这首柔情慢歌绝对是个奇迹。希望她在天堂幸福快乐！点击：,0
恭贺@郭培 老师「龙的故事」高级定制时装发布会完美落幕！奢华舞台雍容大气，饕餮盛宴美伦美奂！这就是属于我们「中国新娘」的精彩！[赞],0
【晚安。土豆】如果有一天，我变得冷漠了，请记得，我曾经要人陪的时候你只说忙；如果有一天，我变得目中无人了，请记得，曾经也没人把我放在心里；如果有一天，我不再在乎你了，请记得，曾经也没人听过我的心事；如果有一天，我不再对你笑，请记得，你曾经也没问我过的快不快乐。,0
你是不是总是会为了某人而不断地修改自己的底线？不停地为某人找借口，不停地想去原谅……可是，傻孩子，其实TA没那么喜欢你。,0
【几十年来语含义的变迁】1、小姐：从尊贵到低俗；2、美女：从惊艳到性别；3、老板：从稀有到遍地都是；4、鸡：从禽类到人类；5、同志：从亲切到敏感；6、公务员：从为首长服务者到特权拥有者；7、官员：从勤勤恳恳的公仆到高高在上的主人；8、房事：从个人隐私到大众痛苦。,0
【@ mjjeje 身体和心灵都精疲力尽的时候，带走脑海中孤独和疲倦的是音乐，而治愈破损渺小灵魂的也是音乐。我不能停止也不能疏忽他。因为尽管睡不了几个小时而现在仍在写歌的我的样子向我证明着...这是什么。】马甲在在快去睡觉[din泪],0
情人节老婆给买了一件颜色鲜艳的冲锋衣，结果第二天就屁颠屁颠的穿上了，结果上班的时候路过门卫处，保安喊道：“那个送快递的，过来登记”,0
【离校前要做的事】：1.和睡了三年的床合张影 2.清晨去操场跑步 3.整理好以前的证件 4拉一位异性再游一圈校园拍几张情侣照 5一个都不能少的集体活动 6认真记录下每个人的联系方式 7)告诉喜欢的异性：我曾经喜欢过你 8)重新在全班面前自我介绍 9)认真地醉一次 10) 去图书馆睡一下觉 11拥抱全班人。。,0
【古巨基出席公告牌晒与比伯合影】香港艺人@古巨基LeoKu 受邀出席在拉斯维加斯举办的BillBoard(公告牌)颁奖礼，他也是此次颁奖礼唯一一位获此殊荣的亚洲歌手。颁奖礼上古巨基与乐坛人气小天王贾斯汀比伯同走红毯，惹人眼球。,0
仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,0
"常有人说“女人的黄金年龄很短，只有22—26岁，男人就不一样，到了30,40岁照样不着急”。其实男人的黄金年龄更短，只有16—18岁，在这段时期的他们，长得帅会有人喜欢，打球厉害会有人喜欢，学习好会有人喜欢，玩乐器会有人喜欢，但到了30岁以后只要他没钱，就很少有人喜欢了！",0
大家好!   SuNNy 来了~~^^[抱抱] 愉快的夜晚?  I DO I DO 5月30日首播! SuNNy Do !  你们 Do! Go Go!(chinese)..ok?[汗] 谢谢你们^^[心],0
香川真司个人集锦 德甲控球大师掌控冠军中场 ,0
今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款。,1
【看看人家的富二代】世界亿万富翁比尔盖茨的女儿，全身没有一个明显的名牌，没有开豪华跑车，没有拿奢侈品包包，没有艳丽的浓妆，只有明媚如清晨的朝阳，真正的淑女，从不炫耀自己拥有的一切！,1
舞台上的歌者，不经意的定格瞬间，唯美的画面，你感觉到了吗？[心],0
【有这样一个地方】如果给你4M宽带，外卖、快递均能直达，还不用还房贷，每个月还可以开车去一趟超市，想隐居在这里的同学请举手！,0
【太活跃的鱼千万别买】去买鱼，结果看到摊贩往水盆内加入一种白色粉未，迅速用手搅拌，一会功夫白色粉未溶解，将半死不活的鱼虾倒入其中，一会儿就活蹦乱跳开，仿佛刚从河中捕回来的。这是一种能够致癌的催化剂，俗称鱼浮灵，也对智力有影响。相互转告一下，有必要让更多的人知道！,1
把家里的油放到冰箱2个小时，如果出现白色的泡沫，那就是地沟油.或者用最简单方法:在炒菜时放一颗剥皮的大蒜，蒜对黄曲霉素最敏感。如果蒜变红色，就是地沟油。油良好的话，蒜是白色的。 为了自己，朋友，亲人，以防万一，转一下吧！！！有人为报道此事，已付出生命！！！,1
【深圳：城管取缔老太摊位，却用碾压老太致死】这次摄像头没失灵，向报道此事的深圳电视媒体致礼！不得不承认敢于报道，深圳再一次走在了全国的前面，请看《新闻报道》：城管取缔老太摊位，一位收废报纸的老人向城管去索要自己的秤，被城管的汽车从身上活活碾压过去。,1
【太活跃的鱼千万别买】去菜场买鱼，结果看到惊人一幕，摊贩往大水盆内加入一种白色粉未，迅速用手搅拌，一会功夫白色粉未就溶解了，将半死不活的鱼虾倒入其中，没想到，鱼虾一会儿就活蹦乱跳开，仿佛这些鱼都是才从河中捕回来的。这是一种能够致癌的催化剂，俗称鱼浮灵，对智力也有影响[心]@女人顾问,1
"刚刚听说央视新大楼定名为""智窗""。我真的服了，也不知道誰想的名字，够创意。[笑哈哈]（via: @大年糕周昀 ）",1
昨天下午开始，全市高清探头全部启动，副驾驶室不系安全带相同处罚，开车时打电话罚50元，闯黄闪罚200，越线停车罚100，今天 起晚六点半至深夜二点，为期60天，全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。每月10、20、30日由省带队 ，每月3、7、13、17、23日周五、六由市检查.,1
"刚刚听说央视新大楼定名为""智窗""。我真的服了，也不知道誰想的名字，够创意。[笑哈哈]（via: @大年糕周昀 ）",1
【碉堡了：黄瓜断了！[偷笑]】宁波XX职高某女同学在学校食堂购买了一根大号型的黄瓜， 回到寝室自慰，由于高潮来临无法控制自己的情绪，突然黄瓜咔嚓，黄瓜竟然断掉，很难想象这个力量。那女同学用了各种方法都无法将断裂的黄瓜取出。学校又送入上海某医院，现在手术还在进行中。。。[衰],1
【袖珍小猴走红网络，高智慧宠物“不好养”】昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”，系国家唯一允许个人饲养的宠物猴，但必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”[衰],1
【袖珍小猴走红网络，高智慧宠物“不好养”】昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”，系国家唯一允许个人饲养的宠物猴，但必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”,1
【袖珍小猴走红网络，高智慧宠物“不好养”】昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”，系国家唯一允许个人饲养的宠物猴，但必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”[衰],1
【终于找到这只猴子了！活脱脱的孙悟空！】近日，一只宠物猴的照片风靡网络。据了解这种猴名为“石猴”，国家唯一允许个人饲养的宠物猴，8000一只价格不菲。石猴并不易养，性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”,1
