Text,Label
"《 单身 男女 》 据 知情人 称 : 其实 大家 看到 的 是 删减版 结局 , 因为 导演 不 想 得罪 吴彦祖 的 粉丝 而 影响 影片 票房 。 真正 的 结局 是 ： 高圆圆 在 所有人 离开 后 , 对 吴彦祖 说 : 对不起 , 我 不 想 骗 你 , 其实 我 爱 的 是 他 , 刚才 太 多 人 我 不 想 你 难堪 . 然后 戴上 古仔 的 戒指 离去 , 在 门口 发现 在 一直 在 等 的 伤心 的 古仔 , 俩 人 相拥而泣 。 你 觉得 怎么样 ？ ",1
【水 知道 答案 】 王 岳川 ： 日本 科学家 江本胜 把 一 杯 水 放 在 巴赫 、 莫扎特 、 贝多芬 的 音乐 中 “ 听 ” 了 20 分钟 ， 用 摄像仪 把 分子结构 拍 出来 ， 水分子 结构 像 钻石 般 瑰丽 。 他 又 把 这 杯 水搁 到 重金属 摇滚 音乐 中 “ 听 ” 了 20 分钟 ， 拍出 的 分子结构 近似于 癌细胞 结构 。 您 知道 您 身上 有 多少 水 吗 ？ 70% 。 人 的 大脑 里 有 多少 水 ？ 90% 。 ,1
继 FBI 承认 罗斯威尔 事件 是 飞碟 坠毁 后 ， 罗斯威尔 飞碟 坠毁 事件 幸存 外星人 视频 又 被 曝光 ,1
# 猫哥 # 哎呀 喂 ~ 在 截 Taxi 吗 ? ! ,0
感人微 电影 《 Leave Me 让 我 留下 》 ( 清晰 中文 字幕 版) 太 感人 了 ， 很 棒 的 真人 短片 ， 真 忍 不住 哭 了 ！ ！ 一个 刚 经历 丧妻 之 痛 的 丈夫 整理 妻子 留 下来 的 相机 所 发生 的 事 ， 穿越 时空 之后 …… ,0
# 奢侈品 调价 # Cartier 自 7月 1日 起 ， 手表类 上涨 3% ， 首饰类 上涨 7% 。 简单 明了 一句话 ， 要 行动 的 ， 要 放弃 的 ， 自行 决定 吧 。   @ 奢 华购 _ 兰泊 ,1
推荐 ≪ 华尔街 日报≫ 今天 出版 的 特别 专题 “ 人民币 的 崛起 ” 。 世界 各地 的 记者 从 各个 侧面 对 人民币 在 全球 经济 中 的 角色 演变 进行 了 深度 分析 与 报道 。 ,0
【 外媒 ： 中国人 结婚 买 房 遏制 全球 经济 复苏 】 西班牙 《 世界报 》 文章 ： 按照 中国 传统 ， 单身 男子 要 想 结婚 就 必须 是 自己 房子 的 主人 ， 而 在 今天 ， 买 房子 需要 一大 笔 钱 。 这就 迫使 很多 人大 幅度 削减 开支 ， 控制 消费 以 增加 存款 。 如果说 在 全世界 增长 最 快 的 市场 上 没有 消费 ， 那么 全球 经济 就 会 停滞 。 ,0
# 糗 生活 # 今年 江苏省 的 作 文题 是 《 拒绝 平庸 》 …… 最 短 的 作文 只有 一句话 ： 老师 ， 我 拒绝 写 这个 题目 。 老师 沉吟 片刻 ， 痛苦 地 打 了 满分 。 （ via 徐卓阳 ） ,1
[ 太阳] 万众 期待 ! [ 太阳] 《 帕丽斯 眼中 的 世界 》 第一 季 第一 集【 中文 字幕 】 已经 出炉 了 !!! 大家 赶紧 来看 吧 ! (别 问 我 要 下载 地址 以防 有人 商业 用途 ) 另外 大家 如果 听译 能力 过关 又 有 无私 贡献 的 精神 快快 加入 我们 的 翻译 字幕组 行列 吧 !! !! enjoy ! 多多 转发 让 更 多 夏季 剧荒 的 人 看到 吧 !! ,0
# 投资界 内幕 # 继 “ 曹国伟 连续 套现 新浪 管理层 不是 第一 大 股东 ” 后 ， 发现 情况 似乎 更 严重 ： 曹国伟 等 管理层 已 签订 协议 还 未 完成 套现 股票 数量 385万 股 ， 占 MBO壳 公司 近 70% ， 而 不是 225万 股 ， 分析师 透露 ， 剩下 175万 股 将 全部 清空 。 观察 人士 说 ， 曹国伟 一 年 半 前 高调 启动 新浪 MBO 实质 已 变炒 股票 。 ,0
香港 检测 出 韩国 农心辛拉面 向 中国 内地 销售 的 产品 ， 塑化剂 超标 50 倍 ， 接近 极限 。 - 居然 毒害 了 咱 那么 多年 阿[ 泪] ,1
我们 小时候 没有 汽车 ， 骑 自行车 会 很 开心 。 我们 没有 华丽 的 衣服 ， 穿 的确 良会 也 很 自尊 自爱 。 我们 没有 ipad ， 但是 我们 弹弹 玻璃球 也 会 开心 快乐 。 我们 在 教室 里 是 兄弟 姊妹 ， 内心 没有 贫富 的 差异 。 如今 的 孩子 看上去 得到 了 很多 ， 其实 却 失去 了 一个 少年 儿童 最 应该 具备 的 幸福感 和 健康 身心 。 难道 几十 年 中国 教育 错 了 吗 ？ ,0
泰坦尼克号 续集 《 Jack is back 》 大伙 期待 吧 …… [花心 ] ,1
《 建党 伟业 》 将 在 北美 主流 院线 全面 公映 。 片中 一些 演员 非常 兴奋 ， 作品 终于 在 自己 的 国家 上映 了 。 ,0
当 天王 杰克逊 遇上 SLASH ， 当 SLASH 遇上 Beat it ， 看 SLASH 大叔弹 Beat it   的 味道 ~ 前面 都 是 天王 专场 ， 2 分 55 秒 后 有 SLASH 大量 镜头 ~~~   这样 的 现场 只有 一 次 。。 再 也 无法 重现 了 。。 祝 天堂 的 人 一切 安好 。 ,0
起 开~~~别 挡 着 我 看 美女 …… ,0
谷歌 语音 搜索 功能 升级 啦[ 哈哈] 使用 起来 非常 简单 方便 ： 只 需 说 “ 天气 ” ， 就 会 帮 你 找到 你 所在 城市 近 几 天 的 天气 ； 说 “ 把 tree 翻译 成 中文 ” ， 就 会 帮 你 找到 正确 的 翻译 结果 ； 说 “ 新加坡 到 纽约 ” ， 就 会 帮 你 搜索 航班 信息 。 怎么样 ， 方便 吧 ？ 不过 ， 谷歌 暂时 只能 听懂 英文 哦 。 ,0
现离 开祥 和 的 小堡 画家村 ， 北大 一 天 课 ， 晚到 武汉 给 市委 领导 讲课 。 接着 福州 、 徐州 、 内蒙 、 湘潭 和 重庆 调研 和 讲座 。 人 在 旅途 ， 少 了 激情 ， 多 了 无奈 。 昨 清华 讲课 时 ， 一 地方 领导 告诉 我 ， 春节 时 他 那个 地方 有 被 强拆 的 男子 到 我家 哭诉 ， 我 曾 给 过 他 二千 元 ， ＂ 您 被 骗 了 ， 他 并 不 缺 这点 钱 ＂ 。 我 说 ： 我 在 救 自己 和 子孙 。 ,0
什么 叫做 真正 的 街舞 ！ 全世界 的 街舞 都 被 这 帮 人 玩遍 了 2 . 42 秒 彻底 崩溃 这才 是 街舞 啊 你 懂得   ,0
【 友情 转发 招聘 】别 整天 胡思乱想 ， 能 踏实 干活 ， 有 网页 设计 经验 。 知人 有 信 ， 作品 集里 ， 少 掺 点假 。 月薪 5-6 K ， 如 工作 优秀 ， 可 给 些 额外 甜头 ~舍 得 网招 设计 助理 ， 53844567 @ qq . com ， 你 总监 的 照片 如下 。 （ 美女 总监 找 人 ， 各位 帮转 一下 哈～～～ ） ,0
“ 组织 ” 就是 在 你 遇到 困难 时 ， 他 说 无能为力 ； 在 你 遇到 不 公时 ， 他 说 要 正确 对待 ； 在 你 权益 受到 侵害 时 ， 他 说 要 顾全 大局 ； 在 你 受到 诬陷 时 ， 他 说 你 要 相信 组织 ； 在 需要 人 做出 牺牲 时 ， 他 说 组织 考验 你 的 时候 到 了 ； 当 需要 人 冲锋陷阵 时 ， 他 说 是 你 坚强 后盾 ； 在 你 取得 成功 时 ， 他 说 是 组织 培养 的 -- 周立波 ,0
今天 小青大夫 耍 我 签字 ， 她 要 带 全家 去 新加坡 发展 ， 巳 被 新加坡 国立 医院 聘为 住 院医 ， 她 说 在 国内 孩子 教肓 和 住房 的 压力 太 大 了 。 我 非常 伤心 ， 精心 从 内科 多 位 竞争者 中 挑选 了 她 ， 来 我 科后 多次 送 她 到 国外 学习 ， 为 她 做 了 长远 的 事业 发展 规划 ， 应该 说 她 的 机会 要 远胜于 她 的 内科 同学们 ， 这样 的 结局 很 无奈 ！ ,0
心理学家 认为 ， 每天 凝望 帅哥 10 分钟 ， 健身 效果 相当于 做 30 分钟 有氧 运动 ， 持之以恒 ， 平均 寿命 可 延长 四五年 。。。 ,1
【女 孩子 必读 的 十 本书 】   你 读 过 几 本 ？ 1. 张爱玲 《 倾城之恋 》 2 . 杜拉斯 《 情人 》 3 . 海蒂 《 性学 报告 》 4. 村上春树 《 挪威 的 森林 》 5. 渡边 淳 一 《 男人 这 东西 》 6 . 钱钟书 《 围城 》 7. 劳伦斯 《 查太莱 夫人 的 情人 》 8 . 泰 戈尔 《 草叶集 》 9 . 塞林格 《 麦田 里 的 守望者 》 10 . 米兰·昆德拉 《 生命 中 不 能 承受 之 轻 》 ,0
【 高 清图 ： 南京 遭 暴雨 袭击 多 处 道路 积水 】 17日 至 18日 凌晨 ， 南京 遭 暴雨 袭击 ， 大部分 地区 降水量 达 50 毫米 以上 ， 市区 多 处 道路 积水 ， 影响 市民 出行 。 当地 气象台 昨日 发布 暴雨 橙色 预警 信号 ， 预计 强 降水 仍 将 持续 。 ,0
凤姐 和 陈冠希 的 对话 ！ 转 的 时候 已经 被 删除 了 ！ 幸好 拍 下来 了 ！ 哈哈 搞笑 ！ ,1
【 你 睡觉 的 时候 ， 有 没有 抽搐 后 突然 踹 了 一下 腿 ？ 告诉 你 真相 】 这 叫 肌抽跃 —— 常 在 睡觉 时 发生 ， 睡觉 时 呼吸 频率 降低 的 幅度 太 大 ， 大脑 会 认为 身体 快要 死亡 了 ， 所以 它 会 发送 一个 脉冲 使 身体 觉醒 。 常 发生 肌 抽跃 的 人 一定 要 注意 了 ， 这 表明 你 这时 的 身体 机能 不是 很 好 哦 。 ,1
"【 为了 家人 和 朋友 ， 转发 】 如果 你 被 匪徒 挟持 要求 输入 提款机 密码 ， 你 可以 用 倒转 输入 密码 的 方式 去 间 接知 会 警方 。 例如 你 的 密码 是 1234 的话 , 你 可以 输入 4321 ， 提款 机会 识别 到 你 是 以 倒转 方式 输入 密码 ， 提款 机会 按 你 要求 照出 金额 ， 但是 会 在 匪徒 不 知情 的 情况 下 通知 警方 。 ",1
【 健康 】 请 注意 ： 男人 啤酒 喝 多 了 会 女性化 ： 啤酒 中 含有 植物雌 激素 已 非 新 观点 ， 最新 研究 指出 ， 植物雌 激素 会 抑制 男性 睾丸 分泌 睾 丸酮 。 简单 来讲 ， 植物雌 激素 可能 使 男性 肌肉 力量 减弱 、 体毛 减少 、 胡须 脱落 、 乳房 和 臀部 发育 等 ， 这些 变化 将 会 使 男人 看上去 越来越 像 女人 。 ,1
【 令 人 战栗 的 格林 童话 ： 你 没 读 过 的 初版 原型 】 白雪 公主 是 因为 与 父亲 ** ， 才 招来 王后 的 追杀 ； 白雪 公主 逃入 森林 ， 夜夜 与 七 个 小矮人 交欢 ； 王子 之所以 爱上 死去 的 公主 ， 是 因为 他 有 恋尸 癖 …… 如果说 以上 桥段 是 还原 人性 真实 面貌 的 “ 格林童话 ” ， 你 相信 吗 ？ ,1
纪念 下好 几 年前 用 的 那 台 笔记本 ， ADOB E大赛 赢来 的 ， 拿金 笔 直接 画 了 外壳 ～ ,0
这 纹身 ， 能 不 这么 犀 利么 ？ ,0
又 是 一 年 高考 结束 ， 每年 围绕 高考 总会 发生 很多 小 故事 。 一起 分享 你 的 高考 故事 吧 。 # 那 一 年 高考 # “ 学大 教育 微小说 ” 创意 有奖 活动 正式 开始 ！ 参与 即 有 机会 赢得 价值 百元 的 品牌 便携 运动 水壶 。 关注 @ 学大 教育 ， 并 转发 此 条 微博 ， 在 评论 中 附上 你 的 # 那 一 年 高考 # 微小说 ， 即可 参加 活动 。 更 多 活动 详情 请 见 图片 。 ,0
假如 你 想要 一 件 东西 ， 就 放 它 走 。 它 若 能 回来 找 你 ， 就 永远 属于 你 ； 它 若 不 回来 ， 那 根本 就 不是 你 的 。 —— Y . M ,0
【 视频 - C罗职业 生涯 任意 球集 锦 天王 绝技 演暴力 美学 】 身体 素质 惊人 、 球技 绝佳 ， 左右 脚 均衡 ， 就 连 头球 不 逊于 高中锋 …… 那么 C罗 的 任意球 技术 又 如何 呢 ？ 答案 当然 不容置疑 ， 皇马 天王 的 任意球 绝技 不 输给 任何 一 位 大师 ， 一起 欣赏 一下 C罗职业 生涯 的 精彩 任意球 吧 。 ,0
这 坑爹 的 键盘 ， 你 叫 我 怎么 玩 。。。 ,0
# 动图 # 好奇心 旺盛 的 猫头鹰 ~好 可爱 啊 ！ [心 ] ,0
我 从小 怕 老鼠 ， 但是 不怕 蛇 。 后来 ， 有 位 朋友 知道 此事 ， 大为 惊讶 。 我 说 ， 有 什么 好 惊讶 的 ， 不是 还有 那么 多 人 ， 某党 治下 都 欢蹦乱跳 的 活 着 ， 反倒 害怕 什么 “ 列强 ” 么 ？ ,0
由 Kunal Nayyar 参演 的 CollegeHumor 网站 原创 搞笑 视频 ： ,0
【 不 能 跟 鸡肉 搭配 的 食物 】⑴ 芝麻 （ 可 导致 死亡 ） ； ⑵地瓜 （ 导致 腹痛 ） ； ⑶消 炎片 （ 中毒 ） ； ⑷狗肾 （ 引起 痢疾 ） ； ⑸李子 （ 食则拉痢 ） ； ⑹豆浆 （ 降低 蛋白质 吸收 ） ； ⑺糯米 （ 引起 身体 不适 ） ； ⑻菊花 （ 可 导致 死亡 ） ； ⑼芥 末 （ 伤元气 ） ； ⑽大蒜 （ 性味相克 ） ； ⑾鲤 鱼 （ 性味相克 ） ； ⑿鲫 鱼 （ 性味相克 ） ,1
国际 原子能 机构 即将 把 日本 核电站 灾害 提升 到 人类史 上 未曾 有 过 的 “ 第八 级 ” ， 超越 过 前 苏联 的 切尔诺贝 利核 事故 灾害 。 秘书长 天野 之 弥 认为 ， 日本 核电站 的 灾害 ， 所 喷出 的 辐射 线量 超越 切尔诺贝利 好几 倍 ， 如果 光是 以 切尔诺贝利 的 七 级 来 评比 日本 的 核 事故 ， 不 足以 凸显 日本 核 事故 的 严重性 。 微评 ： 日本 政府 难堪 啊 。 ,1
首都 机场 ， 这 明明 是 西湖 啊 （ via @ kevinlou ） ,0
上海 一 男子 向 女朋友 求婚 遭拒 。 该 女子 一天 晚上 在 西餐厅 看到 顾客 留言 本 ， 突发奇想 ， 留言 ： *** ， 如果 你 能 找到 这 条 留言 ， 我 就 嫁给 你 。 本来 以为 事情 就 这么 过去 ， 结果 这 条 留言 恰巧 被 另 一 微博控 发现 ， 上传 微博 ， 经 万 人 传播 ， 该 男子 居然 找到 了 这 条 留言 ， 女子 也 欣然 答应 了 求婚 。 [爱 你 ]好 浪漫 啊 ！ ,1
【 男女 能 对视 五秒者 可以 考虑 结婚 】 《 科学 美国人 》 杂志 报道 ， 一 组 人体 生理 研究 报告 表明 ， 男女 如果 对 视少 于 1 秒钟 ， 说明 相互 没有 好感 ； 对视 2 秒钟 ， 表明 存在 好感 ； 对视 3 秒钟 ， 可能 是 情愫 暗生 ； 对视 4 秒钟 ， 表明 其 感情 深厚 ； 对 视5 秒钟 及 以上 者 ， 就 已经 到 了 步入 婚姻 殿堂 的 阶段 。 ,1
全 特么 是 《 中国 达人秀 》 节目组 造假 ~~乌达木 ,1
【 国家 整顿 快 递业 ， 为 EMS 上市 造势 ？ 】继 今年 3月 取缔 17 家 快递 企业 后 ， 国家 邮政局 24日 又 将 56 家 未经 许可 经营 快递 业务 的 企业 取缔 ， 涉及 中通 快递 、 申通 快递 、 韵达 快递 等 多 家 大型 快递 企业 ， 其中 中通 12 家 ， 申通 10 家 ， 韵达 7 家 ， 圆通 3 家 。 6月 3日 ， 有 报道 称 EMS 已 启动 IPO 程序 ， 难道 是 为 上市 保驾 护航 ？ ,0
都 是 孙子 ， 咋 境界 就 这么 不 一样 捏 ？ ,0
【 30年 前 的 6月 27日 】 中国 共产党 中央 委员会 通过 《 关于 建国 以来 党 的 若干 历史 问题 的 决议 》 ， 正式 否定 文化大革命 。 陈云 对 毛泽东 的 评价 是 ： 建党 有 份 ， 建国 有功 ， 治国 无能 ， 文革 有罪 。 如果说 中国 共产党 是 毛泽东 缔造 的 ， 那么 李大钊 和 陈独秀 的 地位 怎么 说 ？ 所以 只能 说 他 有份 。 ,1
如果 匹诺曹 说 “ 我 的 鼻子 会 变长 ” ， 那么 会 发生 什么 ？ ,0
【 小白区 】 有 一 种 生活 叫做 艰辛 —— 临清 街头 实拍 : 在 网上 看 完 无数 的 帅哥 和 美女 ， 看完 那些 早已 处理 得分 不 清 真假 的 图片 后 ， 我们 还是 一起 来 看看 一些 更为 真实 的 东西 吧 。 6月 23日 上午 ， 义乌 商贸城 附近 ， 天空 飘洒 着 细雨 。 一个 中年 妇女 和 一个 女童 在 马路 上 发现 被 车碾 压过 的 方便面 后 ， 详细 ： ,0
北海 市委 常委 、 政法委 书记   莫亦翔 ， 是 不是 这 厮 ？？？ ,0
某 银行 职员 收到 短信 “ 请 把 钱 汇到 指定 账号 上 ” ！ 他 就 按照 账号 每次 汇出 1 分 钱 ， 便 从 收款人 账户 扣掉 2 元 ， 连续 汇出 大概 1 元 多 钱 ， 这时 ， 终于 收到 收款人 发来 信息 ： “ 别 再 汇款 了 ， 已经 扣掉 200多 了 ， 你 是 内行 吧 ！ 叫 我们 怎么 生活 呀 ！ ” （ 注意 ： 汇款 时请 选择 “ 收款 人 支付 手续费 ” ， 每 笔 2 元 ,1
【 技术 贴 ： 黑幕 揭秘 ！ 烂 石头 如何 变翡 翠玉镯 全 过程 (实 拍组 图) 】   很多 朋友 对 翡翠 的 知识 并不 是 太 了解 ， 钱 打水 漂 了事 还 小 ， 但是 戴 在 身上 的 假玉 ， 却 是 会 长期 释放 毒素 及 放射性 元素 的 高致 癌 化学 “ 宝贝 ” 。 看看 不良 商贩 是 怎样 把 石头 变 翡翠 。 知识 贴 ， 必 看 ！ 点击 看 详细 组图 ：    ,1
【 拍死 正在 吸血 的 蚊子 可致人 死亡 】 《 新英格兰 医学 杂志 》 提醒 ： 被 打烂 的 蚊子 尸体 残骸 可能 进 皮肤 ， 从而 引起 真菌 感染 ， 甚至 会 导致 死亡 ！ 美国 一 名 57 岁 的 妇女 就 因 肌肉 真菌 感染 死亡 。 研究 人员 推测 是 打烂 后 的 蚊子 尸体 残骸 进入 皮肤 造成 感染 。 专家 提醒 ， 当 发现 蚊子 在 吸血 时 ， 最好 轻轻 将 蚊子 弹走 。 ,1
【 太 活跃 的 鱼 千万 别 买 】 去 菜场 买 鱼 ， 结果 看到 惊人 一幕 ， 摊贩 往 大水 盆内 加入 一 种 白色 粉未 ， 迅速 用手 搅拌 ， 一会 功夫 白色 粉未 就 溶解 了 ， 将 半死不活 的 鱼虾 倒入 其中 ， 没 想到 ， 鱼虾 一会儿 就 活 蹦乱 跳开 ， 仿佛 这些 鱼 都 是 才 从 河中捕 回来 的 。 这是 一 种 能够 致癌 的 催化剂 ， 俗称 鱼 浮灵 ， 也 对 智力 有 影响 ,1
我 靠 ， 详细 列表 ， 招生 全部 由 关系 内定 。 转自 @ 王罡 - 老 粪青 : Tegic( @ tegic) 上海 交大 内网 泄露 出 的 惊人 内幕 … 中國 的 教育 已 經 沒救 了 ,1
【 看看 如何 糟践 老百姓 捐 的 救命钱 】 ,1
两 只 乌龟 在 田边 一动不动 ， 一 专家 问 老农 ， 它们 在 干什么 ？ 老农 说 “ 在 比 耐力 ， 谁 先 动 谁 就 输 了 ” 专家 指 着 一 龟壳 上 有 甲骨文 的 龟说 : “ 据 我 多年 研究 ， 这 只 龟 已 死 五千多 年 ” 另 一 只 龟伸 出头 来说 : “ 草 ！ 死 了 也 不说 一 声 ， 害 得 老子 在 这里 干 等 ” 话 刚 说 那 只有 甲骨文 图案 的 龟伸头 大笑 “ 你 输 了 吧 ， 专家 的话 你 也 听 “ ,0
【 博鳌 专报 · @ 陈志武 ： 中国 现在 要 结束 独生 子女 的 政策 】 现在 中国 平均 每 一 位 育龄 妇女 生育 小孩 的 数量 是 1.4 个 。 这 意味着 以后 年轻 一代 人口 规模 会 越来越 小 。 在 美国 ， 上海 ， 很多 年轻 夫妻 没 要 更 多 小孩 ， 自由 选择 下 ， 很多 人 倾向少 要 小孩 。 所以 不用 担忧 放松 独生 子女 政策 ， 中国 人口 就 爆增 。 ,0
"【 日本 大阪 官员 开车 上班 被 停职 3 个 月 】 大阪市 政府 宣布 ， 一 位 56 岁 的 主任 级女 官员 今年 以来 开车 上班 110 次 ， 违反 "" 禁止 公务员 开车 上班 "" 命令 ， 处以 停职 3 个 月 处分 ， 被 令交 还 4万 日元 的 交通 卡报 销费 。 大阪 市长 认为 ， 公务员 开车 上班 ， 增加 城市 交通 拥堵 压力 ， 影响 市政府 经营 的 地铁 和 公交车 收入 。 （ 南方 都市报 ） ",1
22 岁 生日 快乐 ！ （ 按 日本 时间 来 算 的 ） [爱 你 ][ 爱 你 ] @ 三 浦 春马 お誕 生日 お めで とう ！ これ から も愛 して る♪ ( ´θ ｀) ノ ,0
湖北 武汉 ， 市少 先队 总队长 、 “ 五道杠 ” 黄艺博 小朋友 如同 一道 炫目 闪电 ， 轰动 全国 ， 绝非 偶然 。 4月 1日 ， 武汉 建乐村 小学 ， “ 小小 交警队 ” 同学们 穿着 标准 交警 制服 ， 整齐 列队 ， 敬礼 迎接 乘坐 本田 轿车 的 某 领导 到校 视察 。 培养 奴才 ， 为 领导 服务 ， 武汉 从 孩子 就 抓起 了 ~ @ 乐活 武汉 @ 武汉 同 城会 @ 武汉 校园 @ 三 镇 武汉 ,1
“ 梅西 ， 最 伟大 的 ” 。 “ 24 岁 ， 莱奥 继续 冲破 所有 可能 的 障碍 ” 。 “ 10 大 挑战 ： 1. 第四 个 欧冠 冠军 ， 2 . 第四 个 欧冠金靴 ， 3 . 击败 阿尔塔菲尼 （ 14球 ） ， 4. 连续 四 次 金球奖 ， 5. 第二 个 西甲 金靴 ， 6 . 第二 个 欧洲 金靴 ， 7. 第六 个 西甲 冠军 ， 7. 超越 劳尔 71 球 ， 9 . 第二 个 三冠王 ， 10 . 击败 穆勒 （ 单赛季 67球 ） ” 。 《 世界 体育报 》 ,0
95 岁 《 红楼梦 》 专家 周汝昌 ， 自 1979年 以来 ， 一直 蜷缩 在 北京 东城 一 处 蜗居 中 ， 居住 条件 从未 改变 ， 过 着 俭朴 凄凉 的 老年 生活 。 周老 “ 目盲 耳聩 ” ， 研究 工作 十分 艰苦 。 老骥伏枥 ， 在 儿子 、 女儿 帮助 下 靠 亲情 交流 研究 红学 ， 出版 多 本 学术 著作 。 为 海内外 称颂 。 新华社 记者 唐师曾 摄   ,0
在 铺天盖地 的 官方 消息 传播 中 ， 很 吊诡 的 一个 现实 是 ： 到 现在 为止 ， @ 染香 ， @ 吴法天 ， @ 窦 含章 ， @ 孔庆东 ， @ 司马南 都 没有 发布 或 转发 这 条 消息 ， 只有 @ 司马南 对 其 家人 的 合影 做 了 一 条 转评 。 ,0
【 中国 成 世界 垃圾 最多 国家 垃圾 处理 考验 城市 规划 】 尽管 中国 的 人均 垃圾量 远少 于 美国 等 国家 ， 但 研究 报告 显示 ， 中国 每年 垃圾 总量 已 超过 3亿 吨 ， 是 世界 上 最多 的 国家 ， 而且 这个 数字 还 在 不断 增长 。 外媒 称 ， 垃圾 处理 已 成为 中国 城市 规划者 面临 的 最 大 问题 之一 。 ,0
新华社 报道 ， 美国 加州 一个 餐馆 因 使用 不 卫生 餐具 ， 造成 两百多 名 食客 腹泻 住院 ， 但 其中 来自 中国 的 食客 ， 不仅 没有 感到 任何 不适 ， 还 参与 了 抢救 工作 ， 在场 的 美国 记者 感慨 道 ： “ 中国人 东亚 病夫 的 时代 一去不复返 。 ” …… （ 转发 ） ,1
# 旅游 时讯 # “ 船 在 水 中行 ， 人 在 花中游 ” —— 这里 是 江苏 兴化 千 岛 油菜 花海 ， 目前 已 进入 最 佳观 赏期 …… （ 博友 @ 穿山甲 1268 ） ,0
"摸奶节 是 中国 云南 双柏县 鄂家镇 彝族 传统 文化 的 庆典 就是 农历 的 7月 14日 、 15日 与 16日 这 三 天 ， 包括 外来 的 游人 , 如果 在 街上 遇见 喜欢 的 女子 ， 都 可以 摸 一 摸 女子 的 胸部 。 姑娘们 表面 躲躲闪闪 ， 但 决无 责怪 之 意 因为 这是 他们 这个 地区 的 百姓 延续 了 1000多 年 的 风俗 。 小伙子 以 摸到 奶为 吉祥 ， 姑娘们 以 被 摸奶 为 幸运 和 祝福 ! ",1
【 美食 潮讯 】澄 海东 里 老 戏院 ， 木棉 下 ， 老式 拖冰 ！ 吃 过 都 说 不错 ， 夏天 要 来 啦 ， 组团 一起 去 吃 吧 ！ ！ [花心 ] （ via @ 张益达 -- 凯特连锁 ） >> > 关注 @ 全球 潮汕 ,0
